Item,Ticket,Zone_CO,Facility_Name,Start_Date,Time1,End_Date,Time2,Open_Closed,Outage_Type_and_Cause
5382,594684,         ,                                                ,           ,    ,           ,    , ,Other                     
5383,531900,AEP      ,BRKR CABINCRE 138 KV  CABINCRE C            CB  ,06-APR-2016,0700,30-JUN-2016,1600,O, Received 11/06/2014 14:58 
5383,531900,AEP      ,BRKR TURNER   138 KV  TURNER   T            CB  ,06-APR-2016,0700,30-JUN-2016,1600,O,Continuous                
5383,531900,AEP      ,BRKR SOUTHRID 138 KV  SOUTHRID W            DIS ,06-APR-2016,0700,30-JUN-2016,1600,O,New Construction          
5383,531900,AEP      ,BRKR SOUTHRID 138 KV  SOUTHRID Y            DIS ,06-APR-2016,0700,30-JUN-2016,1600,O,                           
5383,531900,AEP      ,LINE SOUTHRID 138 KV  SOUTHRID-TURNER   SOU-TUR ,06-APR-2016,0700,30-JUN-2016,1600,O,                           
5383,531900,AEP      ,LINE SOUTHRID 138 KV  SOUTHRID-CABINCRE CAB-SOU ,06-APR-2016,0700,30-JUN-2016,1600,O,                           
5384,581555,COMED    ,XFMR 18 WILL  138 KV  18 WILL CO  38TR20 34     ,06-APR-2016,1800,08-APR-2016,1900,O, Received 03/19/2015 10:06 
5384,581555,COMED    ,BRKR 18 WILL  34.5 KV 18 WILL C 34TR20 CB       ,06-APR-2016,1800,08-APR-2016,1900,O,Continuous                
5384,581555,COMED    ,BRKR 18 WILL  138 KV  18 WILL C 38L0906 CB      ,06-APR-2016,1800,08-APR-2016,1900,O,C.B. Replacement          
5384,581555,COMED    ,BRKR 18 WILL  138 KV  18 WILL C 38L1802 CB      ,06-APR-2016,1800,08-APR-2016,1900,O,                           
5384,581555,COMED    ,BRKR 18 WILL  138 KV  18 WILL C 38L1808 CB      ,06-APR-2016,1800,08-APR-2016,1900,O,                           
5384,581555,COMED    ,BRKR 18 WILL  138 KV  18 WILL C 38L1809 CB      ,06-APR-2016,1800,08-APR-2016,1900,O,                           
5384,581555,COMED    ,BRKR 18 WILL  138 KV  18 WILL C 38TR20 CB       ,06-APR-2016,1800,08-APR-2016,1900,O,                           
5384,581555,COMED    ,LINE 18 WILL  138 KV  18 WILL -1809     1809 1  ,06-APR-2016,1800,08-APR-2016,1900,O,                           
5384,581555,COMED    ,LINE 18 WILL  138 KV  18 WILL -1808     1808 1  ,06-APR-2016,1800,08-APR-2016,1900,O,                           
5384,581555,COMED    ,LINE 18 WILL  138 KV  18 WILL -1802     1802 1  ,06-APR-2016,1800,08-APR-2016,1900,O,                           
5384,581555,COMED    ,LINE 18 WILL  138 KV  18 WILL -0906     0906 6  ,06-APR-2016,1800,08-APR-2016,1900,O,                           
5385,593032,AE       ,BRKR DOROTHY  138 KV  DOROTHY  CS C             ,08-APR-2016,0600,06-MAY-2016,1800,O, Received 03/18/2015 12:58 
5385,593032,AE       ,BRKR LANDITAP 138 KV  LANDITAP MONROE DUMMY  CB ,08-APR-2016,0600,06-MAY-2016,1800,O,Continuous                
5385,593032,AE       ,BRKR LANDITAP 138 KV  LANDITAP DORTHY DUMMY  CB ,08-APR-2016,0600,06-MAY-2016,1800,O,Other                     
5385,593032,AE       ,BRKR MONR AE  138 KV  MONR AE  DIS HH           ,08-APR-2016,0600,06-MAY-2016,1800,O,Safety Clearance          
5385,593032,AE       ,LINE DOROTHY  138 KV  DOROTHY-LANDITAP 1404-3   ,08-APR-2016,0600,06-MAY-2016,1800,O,                           
5385,593032,AE       ,LINE LANDITAP 138 KV  LANDITAP-MONR AE 1404-2   ,08-APR-2016,0600,06-MAY-2016,1800,O,                           
5385,593032,AE       ,BRKR DOROTHY  138 KV  DOROTHY  T DIS        DIS ,08-APR-2016,0600,06-MAY-2016,1800,O,                           
5386,571700,PS-S     ,PS   TRENTON  138 KV  TRENTON  A13027P  PAR     ,11-APR-2016,0200,29-APR-2016,2300,O, Received 08/15/2014 15:23 
5386,571700,PS-S     ,BRKR TRENTON  138 KV  TRENTON  SECT  6-7     CB ,11-APR-2016,0200,29-APR-2016,2300,O,Continuous                
5386,571700,PS-S     ,BRKR TRENTON  138 KV  TRENTON  SECT  7-8     CB ,11-APR-2016,0200,29-APR-2016,2300,O,Relay Replacement No impa
5386,571700,PS-S     ,LINE MERCETAP 138 KV  MERCET-TRENTON A-130-27-A ,11-APR-2016,0200,29-APR-2016,2300,O,                           
5386,571700,PS-S     ,BRKR TRENTON  138 KV  TRENTON  DUM20097         ,11-APR-2016,0200,29-APR-2016,2300,O,                           
5386,571700,PS-S     ,BRKR TRENTON  138 KV  TRENTON  DUM20098         ,11-APR-2016,0200,29-APR-2016,2300,O,                           
5387,578781,COMED    ,BRKR 159 NORT 138 KV  159 NORTH 38L8806 CB      ,11-APR-2016,0200,15-APR-2016,2200,O, Received 10/24/2014 14:02 
5387,578781,COMED    ,BRKR 258 ELMW 138 KV  258 ELMWO 38L8806 CS      ,11-APR-2016,0200,15-APR-2016,2200,O,Continuous                
5387,578781,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38L8806 CB      ,11-APR-2016,0200,15-APR-2016,2200,O,Inspection/Maintenance    
5387,578781,COMED    ,BRKR C434     138 KV  C434 ESS 38L8806 CS       ,11-APR-2016,0200,15-APR-2016,2200,O,                           
5387,578781,COMED    ,LINE 88 SKOKI 138 KV  88 SKOKI-8806     8806 1  ,11-APR-2016,0200,15-APR-2016,2200,O,                           
5387,578781,COMED    ,LINE 8806     138 KV  8806    -159 NORT 8806 2  ,11-APR-2016,0200,15-APR-2016,2200,O,                           
5387,578781,COMED    ,LINE 8806     138 KV  8806    -258 ELMW 8806 Z1 ,11-APR-2016,0200,15-APR-2016,2200,O,                           
5387,578781,COMED    ,LINE 8806     138 KV  8806    -C434     8806 Z2 ,11-APR-2016,0200,15-APR-2016,2200,O,                           
5388,578793,COMED    ,XFMR 88 SKOKI 345 KV  88 SKOKIE  45TR84 CT      ,11-APR-2016,0200,15-APR-2016,2200,O, Received 10/24/2014 14:03 
5388,578793,COMED    ,BRKR 172 GOLF 345 KV  172 GOLFM 45BT1-2 CB      ,11-APR-2016,0600,11-APR-2016,0700,O,Continuous                
5388,578793,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38BT3-4 CB      ,11-APR-2016,0200,13-APR-2016,2200,O,Inspection/Maintenance    
5388,578793,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38L8806 CB      ,11-APR-2016,0200,13-APR-2016,2200,O,                           
5388,578793,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38L8810 CB      ,11-APR-2016,0200,13-APR-2016,2200,O,                           
5388,578793,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38TR79 M        ,11-APR-2016,0200,13-APR-2016,2200,O,                           
5388,578793,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38TR84 CB       ,11-APR-2016,0200,15-APR-2016,2200,O,                           
5388,578793,COMED    ,BRKR 88 SKOKI 345 KV  88 SKOKIE 45BT3-4 CB      ,11-APR-2016,0600,11-APR-2016,0700,O,                           
5388,578793,COMED    ,BRKR 88 SKOKI 345 KV  88 SKOKIE 45TR84 M        ,11-APR-2016,0200,15-APR-2016,2200,O,                           
5388,578793,COMED    ,LINE 88 SKOKI 138 KV  88 SKOKI-8806     8806 1  ,11-APR-2016,0200,13-APR-2016,2200,O,                           
5388,578793,COMED    ,LINE 88 SKOKI 345 KV  88 SKOKI-172 GOLF 8823    ,11-APR-2016,0600,11-APR-2016,0700,O,                           
5388,578793,COMED    ,LINE 8810     138 KV  8810    -88 SKOKI 8810 1  ,11-APR-2016,0200,15-APR-2016,2200,O,                           
5388,578793,COMED    ,BRKR 88 SKOKI 138 KV  88 SKOKIE 38BT2-3 CB      ,11-APR-2016,0200,13-APR-2016,2200,C,                           
5389,578860,COMED    ,XFMR 171 WEMP 138 KV  171 WEMPLET 38TR84 CT     ,11-APR-2016,0200,13-APR-2016,2200,O, Received 10/27/2014 13:22 
5389,578860,COMED    ,XFMR 171 WEMP 345 KV  171 WEMPLET 45TR84 CT     ,11-APR-2016,0200,13-APR-2016,2200,O,Continuous                
5389,578860,COMED    ,BRKR 171 WEMP 138 KV  171 WEMPL 38BT2-3 CB      ,11-APR-2016,0200,13-APR-2016,2200,O,Inspection/Maintenance    
5389,578860,COMED    ,BRKR 171 WEMP 138 KV  171 WEMPL 38L15625 CB     ,11-APR-2016,0200,13-APR-2016,2200,O,                           
5389,578860,COMED    ,BRKR 171 WEMP 138 KV  171 WEMPL 38L17121 CB     ,11-APR-2016,0200,13-APR-2016,2200,O,                           
5389,578860,COMED    ,BRKR 171 WEMP 138 KV  171 WEMPL 38TR84 CB       ,11-APR-2016,0200,13-APR-2016,2200,O,                           
5389,578860,COMED    ,BRKR 171 WEMP 345 KV  171 WEMPL 45TR84 M        ,11-APR-2016,0200,13-APR-2016,2200,O,                           
5389,578860,COMED    ,LINE 171 WEMP 138 KV  171 WEMP-17121    17121 1 ,11-APR-2016,0200,13-APR-2016,2200,O,                           
5389,578860,COMED    ,LINE 171 WEMP 138 KV  171 WEMP-15625    15625 4 ,11-APR-2016,0200,13-APR-2016,2200,O,                           
5390,578877,COMED    ,BRKR 115 BEDF 138 KV  115 BEDFO 38L11606 CB     ,11-APR-2016,0200,16-APR-2016,1200,O, Received 10/27/2014 13:24 
5390,578877,COMED    ,BRKR 115 BEDF 138 KV  115 BEDFO 38L11606 TB D   ,11-APR-2016,0200,16-APR-2016,1200,O,Continuous                
5390,578877,COMED    ,BRKR 116 GOOD 138 KV  116 GOODI 38L11606 CB     ,11-APR-2016,0200,16-APR-2016,1200,O,Inspection/Maintenance    
5390,578877,COMED    ,BRKR 414 ROBE 138 KV  414 ROBER 38TR71 CS       ,11-APR-2016,0200,16-APR-2016,1200,O,                           
5390,578877,COMED    ,BRKR 440 PALO 138 KV  440 PALOS 38TR72 CS       ,11-APR-2016,0200,16-APR-2016,1200,O,                           
5390,578877,COMED    ,BRKR 517 SAYR 138 KV  517 SAYRE 38L11606 CS     ,11-APR-2016,0200,16-APR-2016,1200,O,                           
5390,578877,COMED    ,LINE 115 BEDF 138 KV  115 BEDF-11606    11606 4 ,11-APR-2016,0200,16-APR-2016,1200,O,                           
5390,578877,COMED    ,LINE 116 GOOD 138 KV  116 GOOD-11606    11606 1 ,11-APR-2016,0200,16-APR-2016,1200,O,                           
5390,578877,COMED    ,LINE 11606    138 KV  11606   -531 BRID 11606 Z1,11-APR-2016,0200,16-APR-2016,1200,O,                           
5390,578877,COMED    ,LINE 11606    138 KV  11606   -414 ROBE 11606 Z2,11-APR-2016,0200,16-APR-2016,1200,O,                           
5390,578877,COMED    ,LINE 11606    138 KV  11606   -440 PALO 11606 Z3,11-APR-2016,0200,16-APR-2016,1200,O,                           
5390,578877,COMED    ,LINE 11606    138 KV  11606   -517 SAYR 11606 Z4,11-APR-2016,0200,16-APR-2016,1200,O,                           
5390,578877,COMED    ,BRKR 517 SAYR 138 KV  517 SAYRE 38BT2-3 CS      ,11-APR-2016,0200,16-APR-2016,1200,C,                           
5391,578912,COMED    ,BRKR 109 APTA 138 KV  109 APTAK 38L11708 CS     ,14-APR-2016,1800,16-APR-2016,1200,O, Received 10/27/2014 13:24 
5391,578912,COMED    ,BRKR 117 PROS 138 KV  117 PROSP 38L11708 CB     ,11-APR-2016,0200,16-APR-2016,1200,O,Continuous                
5391,578912,COMED    ,BRKR 205 WHEE 138 KV  205 WHEEL 38TR72 CS       ,11-APR-2016,0200,16-APR-2016,1200,O,Inspection/Maintenance    
5391,578912,COMED    ,BRKR 217 PROS 138 KV  217 PROSP 38TR72 CS       ,11-APR-2016,0200,16-APR-2016,1200,O,                           
5391,578912,COMED    ,BRKR 237 BUFF 138 KV  237 BUFFA 38TR71 CS       ,11-APR-2016,0200,16-APR-2016,1200,O,                           
5391,578912,COMED    ,LINE 117 PROS 138 KV  117 PROS-11708    11708 6 ,11-APR-2016,0200,16-APR-2016,1200,O,                           
5391,578912,COMED    ,LINE 11708    138 KV  11708   -237 BUFF 11708 Z4,11-APR-2016,0200,16-APR-2016,1200,O,                           
5391,578912,COMED    ,LINE 11708    138 KV  11708   -109 APTA 11708 8 ,11-APR-2016,0200,16-APR-2016,1200,O,                           
5391,578912,COMED    ,LINE 11708    138 KV  11708   -205 WHEE 11708 Z2,11-APR-2016,0200,16-APR-2016,1200,O,                           
5391,578912,COMED    ,LINE 217 PROS 138 KV  217 PROS-11708    11708 Z3,11-APR-2016,0200,16-APR-2016,1200,O,                           
5391,578912,COMED    ,BRKR 109 APTA 138 KV  109 APTAK 38BT2-3 CS      ,14-APR-2016,1800,16-APR-2016,1200,C,                           
5392,576513,BC       ,BRKR GRACETON 230 KV  GRACETON 2323/2304 GCB    ,11-APR-2016,0500,15-APR-2016,2000,O, Received 10/01/2014 15:59 
5392,576513,BC       ,BRKR GRACETON 230 KV  GRACETON 2303/2304 OCB    ,11-APR-2016,0500,15-APR-2016,2000,O,Daily - No Weekends       
5392,576513,BC       ,BRKR BAGLEY   230 KV  BAGLEY   SW2304       CB  ,11-APR-2016,0500,15-APR-2016,2000,O,New Construction          
5392,576513,BC       ,LINE BAGLEY   230 KV  BAGLEY - GRACETON 2304    ,11-APR-2016,0500,15-APR-2016,2000,O,                           
5392,576513,BC       ,BRKR GRACETON 230 KV  GRACETON DUM4  DIS        ,11-APR-2016,0500,15-APR-2016,2000,O,                           
5393,585891,COMED    ,BRKR 125 NORM 138 KV  125 NORMA 38TR77 D        ,11-APR-2016,0600,11-APR-2016,1900,O, Received 01/08/2015 14:23 
5393,585891,COMED    ,BRKR 125 NORM 138 KV  125 NORMA 38TR77 D        ,09-MAY-2016,0600,09-MAY-2016,1900,O,Continuous                
5393,585891,COMED    ,BRKR 15508    138 KV  15508 LIN 38L15508 0801CS ,11-APR-2016,0600,11-APR-2016,1900,O,Cut-in                    
5393,585891,COMED    ,BRKR 15508    138 KV  15508 LIN 38L15508 0801CS ,09-MAY-2016,0600,09-MAY-2016,1900,O,                           
5393,585891,COMED    ,BRKR 74 KEWAN 138 KV  74 KEWANE 38L15508 CB     ,11-APR-2016,0600,09-MAY-2016,1900,O,                           
5393,585891,COMED    ,SD   15508    138 KV  15508 LINE 38L15508 3     ,11-APR-2016,0600,11-APR-2016,1900,O,                           
5393,585891,COMED    ,SD   15508    138 KV  15508 LINE 38L15508 3     ,09-MAY-2016,0600,09-MAY-2016,1900,O,                           
5393,585891,COMED    ,LINE 15508    138 KV  15508   -125 NORM 15508 Z1,11-APR-2016,0600,09-MAY-2016,1900,O,                           
5393,585891,COMED    ,LINE 74 KEWAN 138 KV  74 KEWAN-15508    15508 4 ,11-APR-2016,0600,09-MAY-2016,1900,O,                           
5393,585891,COMED    ,BRKR 15508    138 KV  15508    DUM02727         ,11-APR-2016,0600,09-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 125 NORM 138 KV  125 NORMA 38TR79 CS       ,25-APR-2016,0600,14-MAY-2016,1900,O, Received 01/09/2015 14:54 
5394,585961,COMED    ,BRKR 133 ROCK 34.5 KV 133 ROCK  34BT1-7 CB      ,12-MAY-2016,0600,14-MAY-2016,1900,O,Continuous                
5394,585961,COMED    ,BRKR 133 ROCK 34.5 KV 133 ROCK  34BT2-3 CB      ,12-MAY-2016,0600,14-MAY-2016,1900,O,Cut-in                    
5394,585961,COMED    ,BRKR 133 ROCK 34.5 KV 133 ROCK  34BT4-5 CB      ,09-MAY-2016,0600,11-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 133 ROCK 34.5 KV 133 ROCK  34BT5-6 CB      ,09-MAY-2016,0600,11-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 133 ROCK 138 KV  133 ROCK  38BT1-4 CB      ,12-MAY-2016,0600,14-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 133 ROCK 138 KV  133 ROCK  38BT1-2 CB      ,09-MAY-2016,0600,11-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 133 ROCK 138 KV  133 ROCK  38BT2-3 CB      ,25-APR-2016,0600,14-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 133 ROCK 138 KV  133 ROCK  38BT3-4 CB      ,25-APR-2016,0600,14-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 133 ROCK 138 KV  133 ROCK  38L15509 M      ,09-MAY-2016,0600,11-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 133 ROCK 138 KV  133 ROCK  38L15518 M      ,12-MAY-2016,0600,14-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 74 KEWAN 138 KV  74 KEWANE 38L6101 CB      ,09-MAY-2016,0600,11-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 74 KEWAN 138 KV  74 KEWANE 38L7411 CB      ,11-APR-2016,0600,11-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 7411     138 KV  7411 LINE 38L7411 1111CS  ,11-APR-2016,0600,11-MAY-2016,1900,O,                           
5394,585961,COMED    ,LINE 133 ROCK 138 KV  133 ROCK-7411     7411 2  ,25-APR-2016,0600,14-MAY-2016,1900,O,                           
5394,585961,COMED    ,LINE 15518    138 KV  15518   -133 ROCK 15518 5 ,12-MAY-2016,0600,14-MAY-2016,1900,O,                           
5394,585961,COMED    ,LINE 74 KEWAN 138 KV  74 KEWAN-6101     6101 3  ,09-MAY-2016,0600,11-MAY-2016,1900,O,                           
5394,585961,COMED    ,LINE 74 KEWAN 138 KV  74 KEWAN-7411     7411 1  ,11-APR-2016,0600,11-MAY-2016,1900,O,                           
5394,585961,COMED    ,LINE 7411     138 KV  7411    -125 NORM 7411 Z1 ,25-APR-2016,0600,14-MAY-2016,1900,O,                           
5394,585961,COMED    ,LINE 81 TOULO 138 KV  81 TOULO-74 KEWANEE 7421  ,09-MAY-2016,0600,11-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 74 KEWAN 138 KV  74 KEWAN L7421 CB     CB  ,09-MAY-2016,0600,11-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 74 KEWAN 138 KV  74 KEWAN BT1-2 CB     CB  ,09-MAY-2016,0600,11-MAY-2016,1900,O,                           
5394,585961,COMED    ,BRKR 133 ROCK 138 KV  133 ROCK  38BT1-4 CB      ,09-MAY-2016,0600,11-MAY-2016,1900,C,                           
5395,531898,AEP      ,BRKR AMOS     138 KV  AMOS     B            CB  ,11-APR-2016,0800,01-JUL-2016,1600,O, Received 01/20/2015 16:32 
5395,531898,AEP      ,BRKR AMOS     138 KV  AMOS     B1           CB  ,11-APR-2016,0800,01-JUL-2016,1600,O,Continuous                
5395,531898,AEP      ,BRKR ORTIN    138 KV  ORTIN    Y            DIS ,11-APR-2016,0800,01-JUL-2016,1600,O,New Construction          
5395,531898,AEP      ,BRKR POCA     138 KV  POCA     AMOS         DIS ,11-APR-2016,0800,01-JUL-2016,1600,O,Cut-in                    
5395,531898,AEP      ,LINE AMOS     138 KV  AMOS-POCA                 ,11-APR-2016,0800,01-JUL-2016,1600,O,                           
5395,531898,AEP      ,LINE ORTIN    138 KV  ORTIN-POCA                ,11-APR-2016,0800,01-JUL-2016,1600,O,                           
5395,531898,AEP      ,LINE LANHAM1  138 KV  LANHAM1 -POCA     LAN-POC ,11-APR-2016,0700,01-JUL-2016,1600,O,                           
5396,568341,PE       ,BRKR DELCOTAP 230 KV  DELCOTAP 385 DIS          ,11-APR-2016,0700,15-APR-2016,1600,O, Received 07/15/2014 16:10 
5396,568341,PE       ,BRKR DELCOTAP 230 KV  DELCOTAP 285 DIS          ,11-APR-2016,0700,15-APR-2016,1600,O,Continuous                
5396,568341,PE       ,BRKR TRAINER  230 KV  TRAINER  785 CB           ,11-APR-2016,0700,15-APR-2016,1600,O,Inspection/Maintenance    
5396,568341,PE       ,BRKR TRAINER  230 KV  TRAINER  875 CB           ,11-APR-2016,0700,15-APR-2016,1600,O,                           
5396,568341,PE       ,LINE DELCOTAP 230 KV  DELCOTAP-MICKLETO 220-38  ,11-APR-2016,0700,15-APR-2016,1600,O,                           
5396,568341,PE       ,LINE DELCOTAP 230 KV  DELCOTAP-TRAINER 220-38   ,11-APR-2016,0700,15-APR-2016,1600,O,                           
5396,568341,AE       ,BRKR MICKLETO 230 KV  MICKLETON 230 KV CS L DIS ,11-APR-2016,0700,15-APR-2016,1600,O,                           
5396,568341,PE       ,BRKR TRAINER  230 KV  TRAINER  DUM20090         ,11-APR-2016,0700,15-APR-2016,1600,O,                           
5397,568345,PE       ,CAP  CROMBY   230 KV  CROMBY   5-1 CAP  CAP     ,11-APR-2016,0700,15-APR-2016,1500,O, Received 07/15/2014 16:01 
5397,568345,PE       ,BRKR CROMBY   230 KV  CROMBY   515 CB       CB  ,11-APR-2016,0700,15-APR-2016,1500,O,Continuous                
5397,568345,         ,                                                ,           ,    ,           ,    , ,Inspection/Maintenance    
5398,568353,PE       ,XFMR EDDINGTO 230 KV  EDDINGTO EDNG4TR  XFORMER ,11-APR-2016,0700,16-APR-2016,1500,O, Received 03/18/2015 11:16 
5398,568353,PE       ,XFMR HOLMESBU 230 KV  HOLMESBU HOL 8TR  XFORMER ,11-APR-2016,0700,16-APR-2016,1500,O,Continuous                
5398,568353,PE       ,BRKR EDDINGTO 230 KV  EDDINGTO 125 CB           ,11-APR-2016,0700,16-APR-2016,1500,O,Inspection/Maintenance    
5398,568353,PE       ,BRKR EDDINGTO 230 KV  EDDINGTO 45 DIS           ,11-APR-2016,0700,16-APR-2016,1500,O,                           
5398,568353,PE       ,BRKR RICH PE  230 KV  RICH PE  575 CB           ,11-APR-2016,0700,16-APR-2016,1500,O,                           
5398,568353,PE       ,BRKR RICH PE  230 KV  RICH PE  475 CB           ,11-APR-2016,0700,16-APR-2016,1500,O,                           
5398,568353,PE       ,BRKR HOLMESBU 230 KV  HOLMESBU 565          CB  ,11-APR-2016,0700,16-APR-2016,1500,O,                           
5398,568353,PE       ,LINE EDDINGTO 230 KV  EDDINGTO-HOLMETAP 220-56  ,11-APR-2016,0700,16-APR-2016,1500,O,                           
5398,568353,PE       ,LINE HOLMESBU 230 KV  HOLMESBU-HOLMETAP 220-56  ,11-APR-2016,0700,16-APR-2016,1500,O,                           
5398,568353,PE       ,LINE HOLMETAP 230 KV  HOLMETAP-RICH PE 220-56   ,11-APR-2016,0700,16-APR-2016,1500,O,                           
5399,592381,DPL      ,BRKR MILLTOWN 138 KV  MILLTOWN M-T3HI       DIS ,11-APR-2016,0700,08-MAY-2016,1600,O, Received 03/10/2015 13:54 
5399,592381,DPL      ,BRKR MILLTOWN 138 KV  MILLTOWN M13835L1     DIS ,11-APR-2016,0700,08-MAY-2016,1600,O,Continuous                
5399,592381,DPL      ,LINE KIAMENSI 138 KV  KIAMENSI-MILLTOWN KIA-MIL ,11-APR-2016,0700,08-MAY-2016,1600,O,Other                     
5399,592381,DPL      ,LINE MERMAID  138 KV  MERMAID -MILLTOWN MER-MIL ,11-APR-2016,0700,08-MAY-2016,1600,O,                           
5400,588215,PL       ,BRKR SPRNGFLD 230 KV  SPRNGFLD GILB_W       CB  ,11-APR-2016,0900,20-MAY-2016,1700,O, Received 01/30/2015 12:59 
5400,588215,JC-N     ,LINE GILBERT  230 KV  GILBERT -SPRNGFLD GIL-SPR ,11-APR-2016,0900,20-MAY-2016,1700,O,Continuous                
5400,588215,PL       ,BRKR SPRNGFLD 230 KV  SPRNGFLD HOSE_E CB        ,11-APR-2016,0900,20-MAY-2016,1700,O,Other                     
5401,529474,DOM-E    ,BRKR CHUCKATK 230 KV  CHUCKATK 263T289      CB  ,12-APR-2016,0700,14-APR-2016,1600,O, Received 02/25/2014 08:26 
5401,529474,DOM-E    ,BRKR CHUCKATK 230 KV  CHUCKATK 263T290      CB  ,12-APR-2016,0700,14-APR-2016,1600,O,Continuous                
5401,529474,DOM-E    ,BRKR NWPORTNW 230 KV  NWPORTNW 26329M       DIS ,12-APR-2016,0700,14-APR-2016,1600,O,New Construction          
5401,529474,DOM-E    ,LINE CHUCKATK 230 KV  CHUCKATK-BENNSCH  263A    ,12-APR-2016,0700,14-APR-2016,1600,O,                           
5401,529474,DOM-E    ,LINE NWPORTNW 230 KV  NWPORTNW-BENNSCH  263B    ,12-APR-2016,0700,14-APR-2016,1600,O,                           
5402,588376,DOM-W    ,XFMR GORDONSV 230 KV  GORDONSV TX3      XFORMER ,12-APR-2016,0800,31-MAY-2016,1600,O, Received 02/03/2015 14:26 
5402,588376,DOM-W    ,CAP  GORDONSV 115 KV  GORDONSV SC1      CAP     ,12-APR-2016,0800,31-MAY-2016,1600,O,Continuous                
5402,588376,DOM-W    ,BRKR GORDONSV 115 KV  GORDONSV 1182         CB  ,12-APR-2016,0800,31-MAY-2016,1600,O,New Construction          
5402,588376,DOM-W    ,BRKR GORDONSV 115 KV  GORDONSV 1186         DIS ,12-APR-2016,0800,31-MAY-2016,1600,O,                           
5402,588376,DOM-W    ,BRKR GORDONSV 115 KV  GORDONSV L3T11        CB  ,12-APR-2016,0800,31-MAY-2016,1600,O,                           
5402,588376,DOM-W    ,BRKR GORDONSV 230 KV  GORDONSV H384M        DIS ,12-APR-2016,0800,31-MAY-2016,1600,O,                           
5402,588376,DOM-W    ,BRKR SOMERSET 115 KV  SOMERSET 1179         DIS ,12-APR-2016,0800,31-MAY-2016,1600,O,                           
5402,588376,DOM-W    ,LINE GORDONSV 115 KV  GORDONSV-SOMERSET 11A     ,12-APR-2016,0800,31-MAY-2016,1600,O,                           
5403,579619,APSS     ,BRKR DOUBS    500 KV  DOUBS    CB 54        CB  ,12-APR-2016,0800,12-APR-2016,1600,O, Received 10/30/2014 21:23 
5403,579619,         ,                                                ,           ,    ,           ,    , ,Continuous                
5403,579619,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
5404,588648,AE       ,BRKR VINELAND 69 KV   VINELAND LOAD DUMMY DIS   ,13-APR-2016,0600,15-MAY-2016,1800,O, Received 02/05/2015 16:50 
5404,588648,AE       ,BRKR MONR AE  69 KV   MONR AE  OCB L   CB       ,13-APR-2016,0600,15-MAY-2016,1800,O,Continuous                
5404,588648,AE       ,BRKR VINELAND 69 KV   VINELAND OCB F  CB        ,13-APR-2016,0600,15-MAY-2016,1800,O,Other                     
5404,588648,AE       ,BRKR VINELAND 69 KV   VINELAND OCB S  CB        ,13-APR-2016,0600,15-MAY-2016,1800,O,C.B. Replacement          
5404,588648,AE       ,BRKR VINELAND 69 KV   VINELAND OCB U CB         ,13-APR-2016,0600,15-MAY-2016,1800,O,CB Maintenance            
5404,588648,AE       ,LINE BUTLER   69 KV   BUTLER-VINELAND 0789      ,13-APR-2016,0600,15-MAY-2016,1800,O,                           
5404,588648,AE       ,LINE MONR AE  69 KV   MONR AE-VINELAND 0711     ,13-APR-2016,0600,15-MAY-2016,1800,O,                           
5405,579620,APSS     ,CAP  DOUBS    500 KV  DOUBS    CAP1     CAP     ,14-APR-2016,0800,14-APR-2016,1600,O, Received 10/31/2014 15:13 
5405,579620,APSS     ,BRKR DOUBS    500 KV  DOUBS DL61  CB            ,14-APR-2016,0800,14-APR-2016,1600,O,Continuous                
5405,579620,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
5406,561993,AEP      ,XFMR CLOVERD2 500 KV  CLOVERD2 . 6A     XFORMER ,15-APR-2016,0730,22-MAY-2016,1600,O, Received 11/17/2014 22:00 
5406,561993,AEP      ,XFMR CLOVERD2 500 KV  CLOVERD2 . 6B     XFORMER ,15-APR-2016,0730,22-MAY-2016,1600,O,Continuous                
5406,561993,AEP      ,BRKR CLOVERD2 345 KV  CLOVERD2 Q1           CB  ,15-APR-2016,0830,22-MAY-2016,1600,O,Repair/Replace Conductor  
